user_id,action_name,event_time,expected_rank,expected_activity_level
user_169,查交易明细,2026-03-28 16:51:00,1,low
user_169,银行卡管理,2026-03-28 16:47:00,2,low
user_169,查账户明细,2026-03-28 16:43:00,3,low
user_170,申请贷款试算,2026-03-29 08:24:00,1,middle
user_170,查还款结果,2026-03-27 13:27:00,2,middle
user_170,申请贷款试算,2026-03-27 09:13:00,3,middle
user_171,工资转账,2026-03-31 11:03:00,1,high
user_171,工资转账,2026-03-30 11:51:00,2,high
user_171,工资转账,2026-03-29 11:44:00,3,high
user_172,查询汇率牌价,2026-03-30 14:46:00,1,middle
user_172,查交易明细,2026-03-29 18:32:00,2,middle
user_172,预约网点取号,2026-03-29 18:28:00,3,middle
user_173,还信用卡,2026-03-31 08:01:00,1,high
user_173,修改转账限额,2026-03-30 17:05:00,2,high
user_173,修改转账限额,2026-03-30 15:11:00,3,high
user_174,查询汇率牌价,2026-03-30 17:13:00,1,middle
user_174,查询汇率牌价,2026-03-30 15:05:00,2,middle
user_174,查询汇率牌价,2026-03-29 17:41:00,3,middle
user_175,查还款结果,2026-03-15 09:42:00,1,middle
user_175,还信用卡,2026-03-15 09:41:00,2,middle
user_175,信用卡账单,2026-03-15 09:36:00,3,middle
user_176,查看公积金,2026-03-27 02:50:00,1,middle
user_176,短信验证,2026-03-25 11:26:00,2,middle
user_176,添加银行卡,2026-03-25 11:24:00,3,middle
user_177,还信用卡,2026-03-31 11:41:00,1,high
user_177,开通快捷支付,2026-03-30 16:02:00,2,high
user_177,开通快捷支付,2026-03-30 14:31:00,3,high
user_178,信用卡账单,2026-03-31 10:18:00,1,high
user_178,信用卡账单,2026-03-30 10:11:00,2,high
user_178,申请贷款试算,2026-03-30 08:08:00,3,high
user_179,查询汇率牌价,2026-03-30 08:18:00,1,high
user_179,查询汇率牌价,2026-03-29 09:46:00,2,high
user_179,查询汇率牌价,2026-03-27 10:31:00,3,high
user_180,还信用卡,2026-03-28 08:22:00,1,middle
user_180,快捷支付,2026-03-26 13:17:00,2,middle
user_180,快捷支付,2026-03-25 18:05:00,3,middle
user_181,还信用卡,2026-03-31 10:32:00,1,high
user_181,还信用卡,2026-03-30 10:25:00,2,high
user_181,申请贷款试算,2026-03-30 08:25:00,3,high
user_182,修改转账限额,2026-03-30 13:01:00,1,middle
user_182,修改转账限额,2026-03-30 11:04:00,2,middle
user_182,开通快捷支付,2026-03-30 08:49:00,3,middle
user_183,还信用卡,2026-03-31 11:45:00,1,middle
user_183,查询汇率牌价,2026-03-30 18:02:00,2,middle
user_183,查询汇率牌价,2026-03-30 16:42:00,3,middle
user_184,购买旅行保险,2026-03-30 14:28:00,1,middle
user_184,购买旅行保险,2026-03-29 16:13:00,2,middle
user_184,查询汇率牌价,2026-03-29 08:24:00,3,middle
user_185,购买理财,2026-03-31 11:37:00,1,high
user_185,上传收入证明,2026-03-30 14:28:00,2,high
user_185,购买理财,2026-03-30 11:30:00,3,high
user_186,工资转账,2026-03-31 11:51:00,1,high
user_186,查询汇率牌价,2026-03-29 08:04:00,2,high
user_186,查询汇率牌价,2026-03-28 09:21:00,3,high
user_187,查账户明细,2026-03-28 12:15:00,1,middle
user_187,结构性存款,2026-03-28 12:14:00,2,middle
user_187,买黄金,2026-03-28 12:10:00,3,middle
user_188,修改转账限额,2026-03-30 18:34:00,1,high
user_188,修改转账限额,2026-03-30 10:40:00,2,high
user_188,修改转账限额,2026-03-29 12:41:00,3,high
user_189,购买理财,2026-03-07 11:25:00,1,low
user_189,风险评估,2026-03-07 11:21:00,2,low
user_189,查看理财产品,2026-03-07 11:17:00,3,low
user_190,短信验证,2026-03-21 16:46:00,1,low
user_190,添加银行卡,2026-03-21 16:45:00,2,low
user_190,银行卡管理,2026-03-21 16:44:00,3,low
user_191,上传收入证明,2026-03-30 08:33:00,1,middle
user_191,上传收入证明,2026-03-28 09:31:00,2,middle
user_191,查交易明细,2026-03-27 13:54:00,3,middle
user_192,查余额,2026-03-31 09:21:00,1,high
user_192,修改转账限额,2026-03-30 12:05:00,2,high
user_192,修改转账限额,2026-03-30 10:14:00,3,high
user_193,跨行转入,2026-03-30 13:53:00,1,high
user_193,风险评估,2026-03-30 13:52:00,2,high
user_193,开通快捷支付,2026-03-29 08:49:00,3,high
user_194,查还款结果,2026-03-30 13:34:00,1,middle
user_194,收款码,2026-03-30 13:30:00,2,middle
user_194,快捷支付,2026-03-30 13:29:00,3,middle
user_195,修改转账限额,2026-03-29 08:16:00,1,high
user_195,修改转账限额,2026-03-28 09:00:00,2,high
user_195,修改转账限额,2026-03-26 10:41:00,3,high
user_196,基金定投,2026-03-31 11:18:00,1,high
user_196,基金定投,2026-03-30 11:11:00,2,high
user_196,基金定投,2026-03-29 11:04:00,3,high
user_197,信用卡账单,2026-03-31 08:25:00,1,high
user_197,信用卡账单,2026-03-30 08:18:00,2,high
user_197,查询汇率牌价,2026-03-30 08:09:00,3,high
user_198,还信用卡,2026-03-31 11:40:00,1,high
user_198,还信用卡,2026-03-30 11:33:00,2,high
user_198,查余额,2026-03-30 09:31:00,3,high
user_199,查看黄金行情,2026-03-20 20:21:00,1,middle
user_199,添加银行卡,2026-03-20 20:19:00,2,middle
user_199,个税试算,2026-03-20 08:36:00,3,middle
user_200,上传收入证明,2026-03-30 08:34:00,1,high
user_200,上传收入证明,2026-03-29 09:54:00,2,high
user_200,上传收入证明,2026-03-27 10:14:00,3,high
user_201,上传收入证明,2026-03-30 14:48:00,1,middle
user_201,上传收入证明,2026-03-29 16:12:00,2,middle
user_201,上传收入证明,2026-03-28 18:12:00,3,middle
user_202,查看黄金行情,2026-03-21 21:55:00,1,low
user_202,结构性存款,2026-03-21 21:52:00,2,low
user_202,添加银行卡,2026-03-21 21:47:00,3,low
user_203,给朋友转账,2026-03-24 14:24:00,1,middle
user_203,个税试算,2026-03-19 13:27:00,2,middle
user_203,个税试算,2026-03-08 17:06:00,3,middle
user_204,购买理财,2026-03-31 08:38:00,1,high
user_204,购买旅行保险,2026-03-30 15:34:00,2,high
user_204,购买旅行保险,2026-03-30 13:06:00,3,high
user_205,工资转账,2026-03-28 13:23:00,1,middle
user_205,工资转账,2026-03-27 18:38:00,2,middle
user_205,工资转账,2026-03-22 17:05:00,3,middle
user_206,查还款结果,2026-03-25 12:52:00,1,middle
user_206,还信用卡,2026-03-25 12:47:00,2,middle
user_206,信用卡账单,2026-03-25 12:42:00,3,middle
user_207,查交易明细,2026-03-29 21:04:00,1,middle
user_207,查交易结果,2026-03-29 20:59:00,2,middle
user_207,查看理财产品,2026-03-29 20:56:00,3,middle
user_208,查询汇率牌价,2026-03-30 11:32:00,1,middle
user_208,查询汇率牌价,2026-03-30 09:00:00,2,middle
user_208,查询汇率牌价,2026-03-29 13:15:00,3,middle
user_209,银行卡管理,2026-03-31 08:23:00,1,middle
user_209,查看黄金行情,2026-03-31 08:19:00,2,middle
user_209,基金定投,2026-03-31 08:13:00,3,middle
user_210,工资转账,2026-03-31 09:24:00,1,high
user_210,工资转账,2026-03-30 09:17:00,2,high
user_210,工资转账,2026-03-29 09:10:00,3,high
user_211,查交易结果,2026-03-24 11:18:00,1,middle
user_211,给朋友转账,2026-03-24 11:16:00,2,middle
user_211,查余额,2026-03-24 11:13:00,3,middle
user_212,预约网点取号,2026-03-09 14:51:00,1,low
user_212,预约网点取号,2026-03-02 13:41:00,2,low
user_212,买黄金,2026-02-21 11:32:00,3,low
user_213,查询汇率牌价,2026-03-29 08:38:00,1,high
user_213,基金定投,2026-03-28 11:00:00,2,high
user_213,查询汇率牌价,2026-03-28 09:42:00,3,high
user_214,申请贷款试算,2026-03-30 08:16:00,1,middle
user_214,查余额,2026-03-28 10:34:00,2,middle
user_214,申请贷款试算,2026-03-28 09:01:00,3,middle
user_215,基金定投,2026-03-31 10:09:00,1,high
user_215,基金定投,2026-03-30 10:02:00,2,high
user_215,基金定投,2026-03-29 10:50:00,3,high
user_216,购买理财,2026-03-31 09:39:00,1,high
user_216,购买旅行保险,2026-03-30 14:03:00,2,high
user_216,购买理财,2026-03-30 09:32:00,3,high
user_217,开通快捷支付,2026-03-30 11:04:00,1,middle
user_217,开通快捷支付,2026-03-30 09:10:00,2,middle
user_217,开通快捷支付,2026-03-29 13:36:00,3,middle
user_218,查询汇率牌价,2026-03-30 17:25:00,1,middle
user_218,查询汇率牌价,2026-03-30 15:53:00,2,middle
user_218,查询汇率牌价,2026-03-29 17:12:00,3,middle
user_219,修改转账限额,2026-03-30 08:02:00,1,high
user_219,修改转账限额,2026-03-29 09:55:00,2,high
user_219,修改转账限额,2026-03-27 10:13:00,3,high
user_220,给朋友转账,2026-03-25 14:21:00,1,low
user_220,给朋友转账,2026-02-25 13:48:00,2,low
user_220,结构性存款,2026-02-04 14:47:00,3,low
user_221,购买旅行保险,2026-03-30 08:03:00,1,high
user_221,购买旅行保险,2026-03-29 09:36:00,2,high
user_221,查看黄金行情,2026-03-27 13:06:00,3,high
user_222,开通快捷支付,2026-03-30 09:07:00,1,high
user_222,开通快捷支付,2026-03-29 11:20:00,2,high
user_222,开通快捷支付,2026-03-28 13:16:00,3,high
user_223,查还款结果,2026-03-24 18:28:00,1,low
user_223,还信用卡,2026-03-24 18:25:00,2,low
user_223,信用卡账单,2026-03-24 18:20:00,3,low
user_224,购买理财,2026-03-31 09:33:00,1,high
user_224,购买理财,2026-03-30 09:26:00,2,high
user_224,购买理财,2026-03-29 09:19:00,3,high
user_225,申请贷款试算,2026-03-30 18:23:00,1,middle
user_225,申请贷款试算,2026-03-30 16:44:00,2,middle
user_225,申请贷款试算,2026-03-29 18:32:00,3,middle
user_226,查看理财产品,2026-03-26 15:32:00,1,middle
user_226,预约网点取号,2026-03-26 15:28:00,2,middle
user_226,收款码,2026-03-26 15:23:00,3,middle
user_227,查交易结果,2026-03-25 21:21:00,1,middle
user_227,添加银行卡,2026-03-25 21:18:00,2,middle
user_227,收款码,2026-03-25 21:16:00,3,middle
user_228,上传收入证明,2026-03-30 08:29:00,1,middle
user_228,上传收入证明,2026-03-28 09:39:00,2,middle
user_228,基金定投,2026-03-26 10:20:00,3,middle
user_229,开通快捷支付,2026-03-30 18:27:00,1,middle
user_229,开通快捷支付,2026-03-30 16:40:00,2,middle
user_229,开通快捷支付,2026-03-29 18:17:00,3,middle
user_230,查询汇率牌价,2026-03-30 11:21:00,1,middle
user_230,查询汇率牌价,2026-03-30 09:27:00,2,middle
user_230,查询汇率牌价,2026-03-29 13:46:00,3,middle
user_231,查账单,2026-03-26 11:13:00,1,middle
user_231,查余额,2026-03-24 14:53:00,2,middle
user_231,查账单,2026-03-19 11:06:00,3,middle
user_232,查看基金净值,2026-03-26 13:18:00,1,middle
user_232,买黄金,2026-03-26 13:13:00,2,middle
user_232,查还款结果,2026-03-22 14:51:00,3,middle
user_233,查余额,2026-03-30 08:36:00,1,middle
user_233,购买旅行保险,2026-03-30 08:23:00,2,middle
user_233,购买旅行保险,2026-03-28 09:12:00,3,middle
user_234,工资转账,2026-03-31 10:32:00,1,high
user_234,购买理财,2026-03-31 08:48:00,2,high
user_234,开通快捷支付,2026-03-30 08:53:00,3,high
user_235,修改转账限额,2026-03-30 18:43:00,1,middle
user_235,修改转账限额,2026-03-30 10:00:00,2,middle
user_235,修改转账限额,2026-03-29 12:35:00,3,middle
user_236,查还款结果,2026-03-25 16:25:00,1,low
user_236,还信用卡,2026-03-25 16:23:00,2,low
user_236,信用卡账单,2026-03-25 16:19:00,3,low
user_237,查看基金净值,2026-03-22 12:17:00,1,middle
user_237,查账户明细,2026-03-22 12:15:00,2,middle
user_237,还信用卡,2026-03-04 17:03:00,3,middle
user_238,购买旅行保险,2026-03-30 17:01:00,1,high
user_238,购买旅行保险,2026-03-30 15:11:00,2,high
user_238,上传收入证明,2026-03-30 08:13:00,3,high
user_239,修改转账限额,2026-03-30 12:31:00,1,middle
user_239,修改转账限额,2026-03-30 10:35:00,2,middle
user_239,修改转账限额,2026-03-29 14:43:00,3,middle
user_240,修改转账限额,2026-03-30 09:34:00,1,high
user_240,申请贷款试算,2026-03-30 08:23:00,2,high
user_240,修改转账限额,2026-03-29 11:54:00,3,high
